variable,year,region,unit,value
Land Cover,2025,QAT,million ha,1.10889404386294
Land Cover,2025,ROU,million ha,23.5745610633237
Land Cover,2025,RUS,million ha,1680.35274115229
Land Cover,2025,RWA,million ha,2.54222694123763
Land Cover,2025,SAU,million ha,192.480404097675
Land Cover,2025,SDN,million ha,185.288479197206
Land Cover,2025,SEN,million ha,19.6744115093311
Land Cover,2025,SLB,million ha,2.59133334916124
Land Cover,2025,SLE,million ha,7.19695495273598
Land Cover,2025,SLV,million ha,2.05749879754062
Land Cover,2025,SRB,million ha,7.74256771506035
Land Cover,2025,STP,million ha,0.100606497577398
Land Cover,2025,SUR,million ha,14.5818439914324
Land Cover,2025,SVK,million ha,4.83389630862435
Land Cover,2025,SVN,million ha,2.02589688045888
Land Cover,2025,SWE,million ha,44.1679198456344
Land Cover,2025,SWZ,million ha,1.7138388188946
Land Cover,2025,TCD,million ha,127.074044293748
Land Cover,2025,TGO,million ha,5.70820473373164
Land Cover,2025,THA,million ha,51.5457705724951
Land Cover,2025,TJK,million ha,14.2119064266679
Land Cover,2025,TKM,million ha,46.9487488832265
Land Cover,2025,TLS,million ha,1.50307367140891
Land Cover,2025,TTO,million ha,0.508827227383778
Land Cover,2025,TUN,million ha,15.6385365741644
Land Cover,2025,TUR,million ha,77.8588605770915
Land Cover,2025,TZA,million ha,94.5290093980983
Land Cover,2025,UGA,million ha,24.2938477601564
Land Cover,2025,UKR,million ha,59.6536913669351
Land Cover,2025,URY,million ha,17.716093930701
Land Cover,2025,USA,million ha,941.731306440107
Land Cover,2025,UZB,million ha,44.7195563088968
Land Cover,2025,VCT,million ha,0.0343613336322034
Land Cover,2025,VNM,million ha,32.8920280881451
Land Cover,2025,VUT,million ha,1.12399538642642
Land Cover,2025,World,million ha,12837.3136136161
Land Cover,2025,ZAF,million ha,122.093220885718
Land Cover,2025,ZMB,million ha,75.471213628716
Land Cover,2025,ZWE,million ha,39.0522180786576
Land Cover|Cropland,2025,AFG,million ha,8.1272217669853
Land Cover|Cropland,2025,AGO,million ha,5.58091013584823
Land Cover|Cropland,2025,ALB,million ha,0.626556412385152
Land Cover|Cropland,2025,ARE,million ha,0.0701396142697698
Land Cover|Cropland,2025,ARG,million ha,44.4013514524568
Land Cover|Cropland,2025,ARM,million ha,0.511027626714211
Land Cover|Cropland,2025,ATG,million ha,0.0011110088287855
Land Cover|Cropland,2025,AUS,million ha,31.912017129219
Land Cover|Cropland,2025,AUT,million ha,1.35990997259581
Land Cover|Cropland,2025,AZE,million ha,2.38606292998003
Land Cover|Cropland,2025,BDI,million ha,1.64812663767896
Land Cover|Cropland,2025,BEL,million ha,0.890975391169741
Land Cover|Cropland,2025,BEN,million ha,3.48653488705909
Land Cover|Cropland,2025,BFA,million ha,7.26810320555269
Land Cover|Cropland,2025,BGD,million ha,9.30770464990823
Land Cover|Cropland,2025,BGR,million ha,3.74576803267838
Land Cover|Cropland,2025,BHR,million ha,0.0008900880137432
Land Cover|Cropland,2025,BHS,million ha,0.0039290671783155
Land Cover|Cropland,2025,BIH,million ha,1.08632317176783
Land Cover|Cropland,2025,BLR,million ha,5.73168932066557
Land Cover|Cropland,2025,BLZ,million ha,0.136683557794692
Land Cover|Cropland,2025,BOL,million ha,5.3274528779378
Land Cover|Cropland,2025,BRA,million ha,61.7018635686077
Land Cover|Cropland,2025,BRB,million ha,0.0020450562807549
Land Cover|Cropland,2025,BTN,million ha,0.132764511046726
Land Cover|Cropland,2025,BWA,million ha,0.287781398861604
Land Cover|Cropland,2025,CAF,million ha,1.83094590321562
Land Cover|Cropland,2025,CAN,million ha,38.0637442100963
Land Cover|Cropland,2025,CHE,million ha,0.42862787817181
Land Cover|Cropland,2025,CHL,million ha,1.80675459420175
Land Cover|Cropland,2025,CHN,million ha,133.009974038526
Land Cover|Cropland,2025,CIV,million ha,10.9686741608317
Land Cover|Cropland,2025,CMR,million ha,7.5123696254817
Land Cover|Cropland,2025,COD,million ha,16.3701381302913
Land Cover|Cropland,2025,COG,million ha,0.789969419426447
Land Cover|Cropland,2025,COL,million ha,4.87740952581393
Land Cover|Cropland,2025,COM,million ha,0.0432102395681228
Land Cover|Cropland,2025,CRI,million ha,0.592155979435516
Land Cover|Cropland,2025,CYP,million ha,0.0915991502608387
Land Cover|Cropland,2025,CZE,million ha,2.53613070024186
Land Cover|Cropland,2025,DEU,million ha,11.5454648474303
Land Cover|Cropland,2025,DJI,million ha,0.0037953980643688
Land Cover|Cropland,2025,DNK,million ha,1.97109412596814
Land Cover|Cropland,2025,DOM,million ha,1.13679841931234
Land Cover|Cropland,2025,DZA,million ha,8.2954829159954
Land Cover|Cropland,2025,ECU,million ha,2.40827303611429
Land Cover|Cropland,2025,EGY,million ha,4.0313571251473
Land Cover|Cropland,2025,ESP,million ha,16.6184868168422
Land Cover|Cropland,2025,EST,million ha,0.685073752588869
Land Cover|Cropland,2025,ETH,million ha,19.3633160426697
Land Cover|Cropland,2025,FIN,million ha,2.14667880757638
Land Cover|Cropland,2025,FJI,million ha,0.101692870327016
Land Cover|Cropland,2025,FRA,million ha,18.3326890411316
Land Cover|Cropland,2025,GAB,million ha,0.458615189699202
Land Cover|Cropland,2025,GBR,million ha,5.70476122433752
Land Cover|Cropland,2025,GEO,million ha,0.464126894011683
Land Cover|Cropland,2025,GHA,million ha,7.56875534172553
Land Cover|Cropland,2025,GIN,million ha,3.82554978297101
Land Cover|Cropland,2025,GMB,million ha,0.373863676467561
Land Cover|Cropland,2025,GNB,million ha,0.503518630196025
Land Cover|Cropland,2025,GRC,million ha,2.78779610383235
Land Cover|Cropland,2025,GRD,million ha,0.0024282977436158
Land Cover|Cropland,2025,GTM,million ha,2.66766559124386
Land Cover|Cropland,2025,GUY,million ha,0.384228704675202
Land Cover|Cropland,2025,HKG,million ha,0.0004320024365325
Land Cover|Cropland,2025,HND,million ha,1.62221005956507
Land Cover|Cropland,2025,HRV,million ha,0.947355907933761
Land Cover|Cropland,2025,HTI,million ha,0.970563017427767
Land Cover|Cropland,2025,HUN,million ha,4.18645013290238
Land Cover|Cropland,2025,IDN,million ha,43.8062296462073
Land Cover|Cropland,2025,IND,million ha,165.573758886631
Land Cover|Cropland,2025,IRL,million ha,0.386483479849117
Land Cover|Cropland,2025,IRN,million ha,18.2420363112339
Land Cover|Cropland,2025,IRQ,million ha,5.54440223611774
Land Cover|Cropland,2025,ISL,million ha,0.105789271803832
Land Cover|Cropland,2025,ISR,million ha,0.404473772507536
Land Cover|Cropland,2025,ITA,million ha,9.01355732992676
Land Cover|Cropland,2025,JAM,million ha,0.138502094558745
Land Cover|Cropland,2025,JOR,million ha,0.296406273496792
Land Cover|Cropland,2025,JPN,million ha,3.68160561951452
Land Cover|Cropland,2025,KAZ,million ha,30.0775953700584
Land Cover|Cropland,2025,KEN,million ha,6.44950586862113
Land Cover|Cropland,2025,KGZ,million ha,1.42065549246859
Land Cover|Cropland,2025,KHM,million ha,4.69442308489198
Land Cover|Cropland,2025,KOR,million ha,1.35186757911863
Land Cover|Cropland,2025,KWT,million ha,0.0110362502560556
Land Cover|Cropland,2025,LAO,million ha,1.34893391244725
Land Cover|Cropland,2025,LBN,million ha,0.262222168826166
Land Cover|Cropland,2025,LBR,million ha,0.86621439623809
Land Cover|Cropland,2025,LBY,million ha,1.8708611648804
Land Cover|Cropland,2025,LCA,million ha,0.0020020648379433
Land Cover|Cropland,2025,LKA,million ha,2.08574397381816
Land Cover|Cropland,2025,LSO,million ha,0.460172079196155
Land Cover|Cropland,2025,LTU,million ha,2.38240270796705
Land Cover|Cropland,2025,LUX,million ha,0.0626807163525172
Land Cover|Cropland,2025,LVA,million ha,1.3868877419445
Land Cover|Cropland,2025,MAC,million ha,9.36733904147565e-06
Land Cover|Cropland,2025,MAR,million ha,8.68894471314485
Land Cover|Cropland,2025,MDA,million ha,1.9163020939381
Land Cover|Cropland,2025,MDG,million ha,3.33280464801903
Land Cover|Cropland,2025,MEX,million ha,21.5515978687239
Land Cover|Cropland,2025,MKD,million ha,0.461584483170491
Land Cover|Cropland,2025,MLI,million ha,9.09148949752757
Land Cover|Cropland,2025,MLT,million ha,0.0020262610172537
Land Cover|Cropland,2025,MMR,million ha,12.2215891717469
Land Cover|Cropland,2025,MNE,million ha,0.12386585397059
Land Cover|Cropland,2025,MNG,million ha,1.41080270320927
Land Cover|Cropland,2025,MOZ,million ha,5.86133245222278
Land Cover|Cropland,2025,MRT,million ha,0.439961207518791
Land Cover|Cropland,2025,MWI,million ha,4.28469840142378
Land Cover|Cropland,2025,MYS,million ha,7.54017796829695
Land Cover|Cropland,2025,NAM,million ha,1.66285111398533
Land Cover|Cropland,2025,NER,million ha,17.5282504830045
Land Cover|Cropland,2025,NGA,million ha,44.1779924600855
Land Cover|Cropland,2025,NIC,million ha,1.77395514245085
Land Cover|Cropland,2025,NLD,million ha,0.609668496678574
Land Cover|Cropland,2025,NOR,million ha,0.714665203452022
Land Cover|Cropland,2025,NPL,million ha,2.40394686468588
Land Cover|Cropland,2025,NZL,million ha,0.660949978034315
Land Cover|Cropland,2025,OMN,million ha,0.114287571154064
Land Cover|Cropland,2025,PAK,million ha,31.8122803253913
Land Cover|Cropland,2025,PAN,million ha,0.624384278066141
Land Cover|Cropland,2025,PER,million ha,5.66305894965812
Land Cover|Cropland,2025,PHL,million ha,9.25886456593495
Land Cover|Cropland,2025,PNG,million ha,1.13913257567881
Land Cover|Cropland,2025,POL,million ha,11.3296576496986
Land Cover|Cropland,2025,PRT,million ha,1.67977511732157
Land Cover|Cropland,2025,PRY,million ha,4.70997612514714
Land Cover|Cropland,2025,QAT,million ha,0.0203218133726309
Land Cover|Cropland,2025,ROU,million ha,8.84756387602697
Land Cover|Cropland,2025,RUS,million ha,122.19012338964
Land Cover|Cropland,2025,RWA,million ha,1.58293197469548
Land Cover|Cropland,2025,SAU,million ha,3.50832375192134
Land Cover|Cropland,2025,SDN,million ha,21.4432977489939
Land Cover|Cropland,2025,SEN,million ha,3.7019276984882
Land Cover|Cropland,2025,SLB,million ha,0.0579105325582763
Land Cover|Cropland,2025,SLE,million ha,1.7505412770497
Land Cover|Cropland,2025,SLV,million ha,0.791177045135058
Land Cover|Cropland,2025,SRB,million ha,2.70765700842465
Land Cover|Cropland,2025,STP,million ha,0.0164287855668031
Land Cover|Cropland,2025,SUR,million ha,0.0586771060129267
Land Cover|Cropland,2025,SVK,million ha,1.31775566405073
Land Cover|Cropland,2025,SVN,million ha,0.227942368550359
Land Cover|Cropland,2025,SWE,million ha,2.34600975574655
Land Cover|Cropland,2025,SWZ,million ha,0.204243111606519
Land Cover|Cropland,2025,TCD,million ha,5.57794852235449
Land Cover|Cropland,2025,TGO,million ha,2.7312998637873
Land Cover|Cropland,2025,THA,million ha,21.5328521768447
Land Cover|Cropland,2025,TJK,million ha,1.07838800467997
Land Cover|Cropland,2025,TKM,million ha,2.05868752163302
Land Cover|Cropland,2025,TLS,million ha,0.170140240519725
Land Cover|Cropland,2025,TTO,million ha,0.0370438901545416
Land Cover|Cropland,2025,TUN,million ha,4.80692552680225
Land Cover|Cropland,2025,TUR,million ha,22.5195833076992
Land Cover|Cropland,2025,TZA,million ha,14.7677333534023
Land Cover|Cropland,2025,UGA,million ha,9.14126890345532
Land Cover|Cropland,2025,UKR,million ha,33.2328878284679
Land Cover|Cropland,2025,URY,million ha,2.13904161891387
Land Cover|Cropland,2025,USA,million ha,160.261561035837
Land Cover|Cropland,2025,UZB,million ha,4.25553788687019
Land Cover|Cropland,2025,VCT,million ha,0.0009777135256659
Land Cover|Cropland,2025,VNM,million ha,10.8898660834756
Land Cover|Cropland,2025,VUT,million ha,0.0792374570401816
Land Cover|Cropland,2025,World,million ha,1534.78101233138
Land Cover|Cropland,2025,ZAF,million ha,12.2696025272784
Land Cover|Cropland,2025,ZMB,million ha,3.88762658849495
Land Cover|Cropland,2025,ZWE,million ha,4.08746550345571
